domain,seed_tag,layer,sample_size,pca_dim,bootstrap_idx,h1_observed,h1_null_mean,h1_null_std,h1_delta_observed_minus_null,h1_delta_z,p_h1_upper
immune,seed42_main,9,180,10,0,5.980631113052368,6.05526390299201,1.3172740477225815,-0.07463278993964195,-0.05665699556748775,0.52
immune,seed42_main,9,180,10,1,12.167142391204834,6.524742086728414,1.30829190991946,5.64240030447642,4.312799198239309,0.04
immune,seed42_main,9,180,10,2,11.685051441192627,5.366659787793954,1.4823147091923263,6.318391653398673,4.262517001250617,0.04
immune,seed42_main,9,180,10,3,6.982298851013184,5.027254442373912,1.0023483322234499,1.9550444086392718,1.9504640690647417,0.08
immune,seed42_main,9,180,14,0,15.050665140151978,6.21214634180069,1.1554691521892306,8.838518798351288,7.64929013808455,0.04
immune,seed42_main,9,180,14,1,7.63616418838501,4.5745382110277815,0.9774137856080024,3.0616259773572283,3.132374455226619,0.04
immune,seed42_main,9,180,14,2,10.581616878509521,7.010121886928876,1.355877925739833,3.5714949915806455,2.634082996076347,0.04
immune,seed42_main,9,180,14,3,10.522530555725098,5.778766994675,1.289768611063742,4.743763561050097,3.677995817761189,0.04
immune,seed42_main,10,120,10,0,4.959975242614746,2.3521940199037394,0.6389173855429996,2.6077812227110067,4.081562464313219,0.04
immune,seed42_main,10,120,10,1,4.540786027908325,2.815741394956907,0.8556947731819577,1.7250446329514184,2.015957891761764,0.04
immune,seed42_main,10,120,10,2,4.047216773033142,2.573114770154158,1.0298903855525716,1.474102002878984,1.4313193152655348,0.16
immune,seed42_main,10,120,10,3,7.37415075302124,3.882049545645714,0.8997468451273339,3.4921012073755264,3.881204165823014,0.04
immune,seed42_main,10,120,14,0,5.037163019180298,3.374791299303373,1.1674420229163893,1.662371719876925,1.4239437041166352,0.12
immune,seed42_main,10,120,14,1,3.6044371128082275,2.3168088098367057,0.6730052779261412,1.2876283029715219,1.913251416134631,0.08
immune,seed42_main,10,120,14,2,4.1240904331207275,2.4905822103222213,0.6521660680814956,1.6335082227985063,2.5047427338547736,0.04
immune,seed42_main,10,120,14,3,6.3363189697265625,3.6297777543465295,1.152753803781171,2.706541215380033,2.3478918084280966,0.08
